"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2022-08-21","97.8","-2.18","5.86","Ohtani, Shohei",650489,660271,,"foul",,,,,12,"Willi Castro doubles (13) on a sharp line drive to right fielder Taylor Ward.","R","L","R","DET","LAA","S",,,1,2,2022,"-0.03","1.31","0.54","3.59",,,,0,2,"Bot",,,,,545358,,,7.468774379855685,-142.24915728508435,-3.6688224184692397,-2.204870764774666,33.404051304121616,-13.711672876992933,"3.44","1.62",87,"49.9",68,"98.6",2262,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.7",,,,,,,,14,5,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",220,"0","0"
"ST","2022-08-21","85.3","-2.18","6.03","Ohtani, Shohei",650489,660271,,"foul",,,,,14,"Willi Castro doubles (13) on a sharp line drive to right fielder Taylor Ward.","R","L","R","DET","LAA","S",,,1,2,2022,"0.92","0.4","0.64","1.45",,,,0,2,"Bot",,,,,545358,,,4.79956924518524,-124.11298343069276,-5.303776086530906,8.51919867249963,25.27892961717754,-27.135249862317377,"3.44","1.62",96,"74.2",7,"85.7",2452,"6.6",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.91",,,,,,,,14,4,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",55,"0","0"
"ST","2022-08-21","84.1","-2.34","5.76","Ohtani, Shohei",650489,660271,,"foul",,,,,5,"Willi Castro doubles (13) on a sharp line drive to right fielder Taylor Ward.","R","L","R","DET","LAA","S",,,1,1,2022,"0.9","0.24","-0.25","2.52",,,,0,2,"Bot",,,,,545358,,,3.0799652587674013,-122.46692832268135,-1.5490878282260856,8.36187707280869,26.351112364093783,-29.63562359187226,"3.44","1.62",12,"84.5",-9,"84.3",2467,"6.6",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.9",,,,,,,,14,3,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",71,"0","-0.054"
"ST","2022-08-21","83.2","-2.56","5.76","Ohtani, Shohei",650489,660271,,"ball",,,,,11,"Willi Castro doubles (13) on a sharp line drive to right fielder Taylor Ward.","R","L","R","DET","LAA","B",,,0,1,2022,"1.15","0.15","-1.1","3.62",,,,0,2,"Bot",,,,,545358,,,1.0961956946076796,-121.15497465953342,1.3134886892245594,11.040822280067708,25.220970641962186,-31.246187964253224,"3.48","1.62",,,,"83.5",2476,"6.6",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.92",,,,,,,,14,2,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",61,"0","0.025"
"CU","2022-08-21","74.1","-1.91","6.28","Ohtani, Shohei",650489,660271,,"called_strike",,,,,2,"Willi Castro doubles (13) on a sharp line drive to right fielder Taylor Ward.","R","L","R","DET","LAA","S",,,0,0,2022,"0.8","-1.08","0.09","3.5",,,,0,2,"Bot",,,,,545358,,,2.701040203996838,-107.73836783809047,3.5786827713292,5.651823823767349,20.54588562358982,-41.43366128261419,"3.5","1.62",,,,"74.4",2438,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.74",,,,,,,,14,1,"Curveball",1,0,1,0,0,1,1,0,"Standard","Standard",39,"0","-0.034"
"ST","2022-08-21","85.2","-2.46","5.63","Ohtani, Shohei",681481,660271,"field_out","hit_into_play",,,,,5,"Kerry Carpenter pops out to third baseman Luis Rengifo.","R","L","R","DET","LAA","X",5,"popup",2,1,2022,"0.65","0.81","0.05","2.26",,,595879,2,1,"Bot",114.66,181.14,,,545358,,,4.6297677919481295,-123.97160137118281,-3.237235711055212,5.721913855345431,25.608823047020422,-23.433381917627063,"3.47","1.59",80,"87.4",75,"85.7",2501,"6.7",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.82",0.006,0.005,"0",1,0,0,3,10,4,"Sweeper",1,0,1,0,0,1,1,0,"Infield shift","Standard",84,"-0.02","-0.238"
"ST","2022-08-21","82.1","-2.32","5.69","Ohtani, Shohei",681481,660271,,"foul",,,,,8,"Kerry Carpenter pops out to third baseman Luis Rengifo.","R","L","R","DET","LAA","S",,,2,0,2022,"0.92","0.53","-0.12","2.1",,,595879,2,1,"Bot",,,,,545358,,,3.206931633500278,-119.61871766668473,-2.62711838246691,8.244010117154163,23.411557383045828,-26.7621629762336,"3.47","1.59",147,"59.4",44,"82.8",2435,"6.7",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.81",,,,,,,,10,3,"Sweeper",1,0,1,0,0,1,1,0,"Infield shift","Standard",63,"0","-0.057"
"FF","2022-08-21","93.8","-2.11","5.8","Ohtani, Shohei",681481,660271,,"ball",,,,,11,"Kerry Carpenter pops out to third baseman Luis Rengifo.","R","L","R","DET","LAA","B",,,1,0,2022,"-0.55","1.1","-0.98","3.1",,,595879,2,1,"Bot",,,,,545358,,,4.161736413617141,-136.51540100739695,-3.751216787935822,-7.724444920888551,29.45733226589842,-17.766151409587966,"3.44","1.59",,,,"94.9",2140,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.65",,,,,,,,10,2,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Infield shift","Standard",217,"0","0.044"
"FF","2022-08-21","95.2","-2.04","5.78","Ohtani, Shohei",681481,660271,,"ball",,,,,12,"Kerry Carpenter pops out to third baseman Luis Rengifo.","R","L","R","DET","LAA","B",,,0,0,2022,"-0.42","1.21","0.99","3.05",,,595879,2,1,"Bot",,,,,545358,,,9.012969697225019,-138.41109884353492,-4.313800112900654,-7.316836842000084,28.570432481007696,-15.753100260282034,"3.27","1.59",,,,"96.6",2198,"6.9",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.56",,,,,,,,10,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Infield shift","Standard",217,"0","0.032"
"ST","2022-08-21","85.4","-2.4","5.81","Ohtani, Shohei",605612,660271,"field_out","hit_into_play",,,,,5,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","X",7,"fly_ball",3,2,2022,"0.6","0.31","-0.03","2.86",,,595879,1,1,"Bot",72.47,75.74,,,545358,,,4.424494273484045,-124.39403091807927,-1.347510851521613,5.441201869605881,22.891437636484618,-28.894895160759667,"3.43","1.61",332,"97",40,"86.5",2481,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.74",0.063,0.112,"0",1,0,0,3,9,8,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",97,"-0.023","-0.36"
"ST","2022-08-21","84.4","-2.33","5.68","Ohtani, Shohei",605612,660271,,"foul",,,,,5,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","S",,,3,2,2022,"1.18","0.4","0.12","2.33",,,595879,1,1,"Bot",,,,,545358,,,3.3723415853891954,-122.88659898488264,-2.2705319600337037,11.329205813858048,24.231563603306796,-27.859606783105413,"3.43","1.61",186,"68.3",40,"85.2",2580,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.74",,,,,,,,9,7,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",61,"0","0"
"FS","2022-08-21","85.7","-1.79","6.05","Ohtani, Shohei",605612,660271,,"blocked_ball",,,,,14,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","B",,,2,2,2022,"-0.64","0.21","0.38","0.35",,,595879,1,1,"Bot",,,,,545358,,,6.447955570828828,-124.54074775724692,-7.694229537987381,-7.886066362206855,23.237260861927293,-28.664298569427448,"3.43","1.61",,,,"86.5",1262,"6.7",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.8",,,,,,,,9,6,"Split-Finger",1,0,1,0,0,1,1,0,"Standard","Standard",233,"0","0.089"
"CU","2022-08-21","77.6","-1.71","6.18","Ohtani, Shohei",605612,660271,,"ball",,,,,14,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","B",,,1,2,2022,"0.68","-1.17","1.37","1.39",,,595879,1,1,"Bot",,,,,545358,,,5.380173804918567,-112.96742865441425,-1.1787023766877889,4.821081090548582,21.12276887362007,-42.15199623901693,"3.38","1.61",,,,"78.2",2541,"6.7",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.76",,,,,,,,9,5,"Curveball",1,0,1,0,0,1,1,0,"Standard","Standard",41,"0","0.057"
"FC","2022-08-21","85.4","-2.23","5.79","Ohtani, Shohei",605612,660271,,"foul",,,,,14,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","S",,,1,2,2022,"0.29","0.77","1.16","1.94",,,595879,1,1,"Bot",,,,,545358,,,7.45875827332586,-124.13994454527905,-4.385128966846201,1.580728493824681,23.546132294967773,-23.517151034613565,"3.43","1.61",3,"65",-33,"86.3",2446,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.67",,,,,,,,9,4,"Cutter",1,0,1,0,0,1,1,0,"Standard","Standard",68,"0","0"
"ST","2022-08-21","83.6","-2.24","5.68","Ohtani, Shohei",605612,660271,,"swinging_strike",,,,,14,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","S",,,1,1,2022,"0.95","0.19","1.63","1.29",,,595879,1,1,"Bot",,,,,545358,,,7.090444951119814,-121.61040487982005,-4.091524925333914,7.9863055082506795,24.620697375069675,-29.663096291282166,"3.43","1.61",,,,"84.2",2505,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.75",,,,,,,,9,3,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",67,"0","-0.07"
"ST","2022-08-21","82.7","-2.4","5.71","Ohtani, Shohei",605612,660271,,"called_strike",,,,,5,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","S",,,1,0,2022,"0.75","0.68","0.13","2.55",,,595879,1,1,"Bot",,,,,545358,,,4.361273469311815,-120.37794012278277,-2.0440302014388534,6.412716627553214,23.516137182276463,-25.36881549308375,"3.25","1.61",,,,"83.5",2392,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.67",,,,,,,,9,2,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",89,"0","-0.058"
"FF","2022-08-21","94.7","-2.05","5.78","Ohtani, Shohei",605612,660271,,"ball",,,,,14,"Harold Castro flies out to left fielder Jo Adell.","R","L","R","DET","LAA","B",,,0,0,2022,"-0.55","1.37","0.07","1.17",,,595879,1,1,"Bot",,,,,545358,,,6.817569470156427,-137.42073885476168,-9.464164535158936,-8.563436745615677,31.254715886997847,-12.80745883942948,"3.25","1.61",,,,"95.4",2290,"6.9",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.62",,,,,,,,9,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",215,"0","0.042"
"FF","2022-08-21","92.1","-2.09","5.97","Ohtani, Shohei",595879,660271,"walk","ball",,,,,11,"Javier Baez walks.","R","R","R","DET","LAA","B",,,3,0,2022,"-0.42","1.32","-0.31","4.28",,,,1,1,"Bot",,,,,545358,,,5.46410913375528,-134.05529568287898,-1.3095643003469297,-6.295176749483075,30.415164332546222,-16.181162433854144,"3.14","1.56",,,,"92.6",2238,"6.7",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.8",,,"0.7",1,0,0,,8,4,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",212,"0.021","0.111"
"ST","2022-08-21","81.6","-2.43","5.71","Ohtani, Shohei",595879,660271,,"ball",,,,,14,"Javier Baez walks.","R","R","R","DET","LAA","B",,,2,0,2022,"0.73","0.42","0.5","0.53",,,,1,1,"Bot",,,,,545358,,,5.2302663013817074,-118.66817174948272,-5.91728387648486,5.915588223331766,21.74449683481712,-27.26256828166199,"3.23","1.56",,,,"82.1",2462,"6.6",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.92",,,,,,,,8,3,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",65,"0","0.086"
"SI","2022-08-21","92.3","-2.05","5.96","Ohtani, Shohei",595879,660271,,"ball",,,,,11,"Javier Baez walks.","R","R","R","DET","LAA","B",,,1,0,2022,"-1.1","0.88","-1.74","4.66",,,,1,1,"Bot",,,,,545358,,,3.2126523421096205,-134.57243571519194,0.5212603576886639,-14.149388502920075,26.73808115257915,-21.692824392250884,"3.21","1.56",,,,"93.2",1876,"6.5",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.95",,,,,,,,8,2,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",217,"0","0.044"
"ST","2022-08-21","82.2","-2.47","5.69","Ohtani, Shohei",595879,660271,,"ball",,,,,14,"Javier Baez walks.","R","R","R","DET","LAA","B",,,0,0,2022,"1.05","-0.04","1.58","1.45",,,,1,1,"Bot",,,,,545358,,,7.1819082818690045,-119.58727234201335,-2.991245150257407,8.618302503841711,24.201514267623747,-32.17026710650064,"2.97","1.56",,,,"82.6",2410,"6.7",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.8",,,,,,,,8,1,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",63,"0","0.023"
"ST","2022-08-21","82.4","-2.32","5.79","Ohtani, Shohei",622682,660271,"field_out","hit_into_play",,,,,14,"Victor Reyes pops out to shortstop Andrew Velazquez.","R","L","R","DET","LAA","X",6,"popup",1,1,2022,"1.17","0.53","0.85","2.41",,,,0,1,"Bot",106.54,151.14,,,545358,,,4.942409698628804,-119.79442489154027,-2.1078591793152306,10.103215241952814,26.040409853819025,-26.86019703351369,"3.69","1.77",146,"71.9",61,"82.4",2414,"6.6",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.9",0.02,0.018,"0",1,0,0,3,7,3,"Sweeper",1,0,1,0,0,1,1,0,"Standard","Standard",71,"-0.019","-0.212"
"FC","2022-08-21","83.2","-2.34","5.82","Ohtani, Shohei",622682,660271,,"swinging_strike",,,,,6,"Victor Reyes pops out to shortstop Andrew Velazquez.","R","L","R","DET","LAA","S",,,1,0,2022,"0.48","1.09","0.35","2.54",,,,0,1,"Bot",,,,,545358,,,5.2557975520844185,-121.13621448607978,-3.2233460001806034,3.7022573713144373,24.10609783572763,-21.038327264694953,"3.69","1.77",,,,"83.8",2345,"6.7",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.82",,,,,,,,7,2,"Cutter",1,0,1,0,0,1,1,0,"Standard","Standard",81,"0","-0.043"
"FF","2022-08-21","95.6","-2.17","5.9","Ohtani, Shohei",622682,660271,,"ball",,,,,14,"Victor Reyes pops out to shortstop Andrew Velazquez.","R","L","R","DET","LAA","B",,,0,0,2022,"-0.9","1.09","0.78","-0.17",,,,0,1,"Bot",,,,,545358,,,9.869615518373259,-138.3781221789297,-12.860558141045447,-13.779294417355041,30.883920162659233,-15.370177647721038,"3.5","1.77",,,,"96.2",2098,"6.9",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.59",,,,,,,,7,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",224,"0","0.033"
"FF","2022-08-21","94.3","-2.09","5.97","Ohtani, Shohei",682985,660271,"home_run","hit_into_play",,,,,9,"Riley Greene homers (4) on a fly ball to right center field.","R","L","R","DET","LAA","X",,"fly_ball",0,0,2022,"-0.51","1.08","0.51","2.09",,,,0,1,"Bot",182.26,26.08,,,545358,,,7.965183367062398,-136.97272462649693,-6.8470227763245015,-8.089138139660307,29.175339711281676,-17.263552667649687,"3.41","1.6",448,"111",27,"95.1",2153,"6.8",662805,660271,545358,665120,664058,650859,623205,666176,545361,621493,"53.7",0.991,2.043,"2",1,0,3,6,6,1,"4-Seam Fastball",0,0,0,0,0,1,1,0,"Standard","Standard",215,"0.102","1"
"ST","2022-08-15","87.7","-2.66","5.77","Ohtani, Shohei",664059,660271,"field_out","hit_into_play",,,,,5,"Sam Haggerty flies out to right fielder Taylor Ward.","R","L","R","LAA","SEA","X",9,"fly_ball",2,2,2022,"1.1","0.4","-0.04","2.38",,624428,,2,6,"Top",170.12,75.71,,,545358,,,4.082648894397436,-127.53275383120395,-2.823472216677436,10.957707308397014,30.105730369895046,-27.45842752961573,"3.15","1.44",339,"94.2",37,"87.9",2459,"6.8",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.71",0.083,0.134,"0",1,0,0,3,47,7,"Sweeper",2,2,2,2,2,2,2,2,"Standard","Standard",68,"0.053","-0.258"
"FF","2022-08-15","99.2","-2.35","5.97","Ohtani, Shohei",664059,660271,,"foul",,,,,6,"Sam Haggerty flies out to right fielder Taylor Ward.","R","L","R","LAA","SEA","S",,,2,2,2022,"-0.52","1.19","0.69","2.58",,624428,,2,6,"Top",,,,,545358,,,9.60160057970014,-144.04839964785424,-6.647680768686905,-9.53438002248151,33.87994529974676,-14.222653767854862,"3.15","1.44",4,"65.6",-32,"99.7",2353,"6.7",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.81",,,,,,,,47,6,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",211,"0","0"
"FS","2022-08-15","90.8","-2.26","6.18","Ohtani, Shohei",664059,660271,,"foul",,,,,8,"Sam Haggerty flies out to right fielder Taylor Ward.","R","L","R","LAA","SEA","S",,,2,2,2022,"-0.58","0.11","-0.28","1.56",,624428,,2,6,"Top",,,,,545358,,,6.2458476640787275,-132.05069798910912,-5.936881624265126,-8.068201377420676,28.13005859227935,-29.78990727140277,"3.15","1.44",,,,"91.5",1339,"6.8",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.73",,,,,,,,47,5,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",241,"0","0"
"FF","2022-08-15","99.1","-2.19","5.98","Ohtani, Shohei",664059,660271,,"ball",,,,,12,"Sam Haggerty flies out to right fielder Taylor Ward.","R","L","R","LAA","SEA","B",,,1,2,2022,"-0.55","1.27","1.25","2.48",,624428,,2,6,"Top",,,,,545358,,,10.761164472256464,-143.85047284150102,-7.12422093360902,-10.23255224884403,34.164655271417594,-12.950477560994896,"3.06","1.44",,,,"99.5",2232,"6.7",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.78",,,,,,,,47,4,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",221,"0","0.029"
"FS","2022-08-15","90.3","-2.14","6.1","Ohtani, Shohei",664059,660271,,"ball",,,,,14,"Sam Haggerty flies out to right fielder Taylor Ward.","R","L","R","LAA","SEA","B",,,0,2,2022,"-0.45","0.61","1.23","0.38",,,624428,2,6,"Top",,,,,545358,,,9.379964504966777,-130.91237183498913,-9.61675418183089,-7.082548799603835,26.240651885349468,-23.355811336535904,"3.09","1.44",,,,"90.9",1429,"6.8",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.74",,,,,,,,47,3,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",236,"-0.018","0.023"
"FF","2022-08-15","97.8","-2.35","5.94","Ohtani, Shohei",664059,660271,,"foul",,,,,5,"Sam Haggerty flies out to right fielder Taylor Ward.","R","L","R","LAA","SEA","S",,,0,1,2022,"-0.32","1.19","0.12","2.01",,,624428,2,6,"Top",,,,,545358,,,7.471335146151559,-141.98667350828902,-7.843576318715307,-6.174345003724007,35.0121438866624,-14.448942680578307,"3.15","1.44",261,"85.4",28,"98.1",2167,"6.8",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.75",,,,,,,,47,2,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",220,"0","-0.048"
"CU","2022-08-15","78","-2.02","6.37","Ohtani, Shohei",664059,660271,,"called_strike",,,,,1,"Sam Haggerty flies out to right fielder Taylor Ward.","R","L","R","LAA","SEA","S",,,0,0,2022,"0.76","-1.28","-0.33","2.92",,,624428,2,6,"Top",,,,,545358,,,2.2585724821074633,-113.43785071994628,2.0181732782636894,5.961878942430626,25.341690047406765,-43.749950262199754,"3.06","1.32",,,,"77.8",2464,"6.7",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.81",,,,,,,,47,1,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",40,"0","-0.035"
"FS","2022-08-15","89.6","-2.08","6.21","Ohtani, Shohei",663728,660271,"strikeout","called_strike",,,,,11,"Cal Raleigh called out on strikes.","R","L","R","LAA","SEA","S",2,,0,2,2022,"-0.25","-0.1","-0.97","2.8",,,624428,1,6,"Top",,,,,545358,,,3.3116752685741684,-130.3979341178462,-2.1763166333892308,-3.6421908531058134,30.439012826730895,-33.0467702093284,"3.44","1.62",,,,"90.1",1083,"6.8",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.69",,,"0",1,0,0,,46,3,"Split-Finger",2,2,2,2,2,2,2,2,"Infield shift","Standard",240,"0.043","-0.179"
"ST","2022-08-15","86.3","-2.69","5.84","Ohtani, Shohei",663728,660271,,"foul",,,,,6,"Cal Raleigh called out on strikes.","R","L","R","LAA","SEA","S",,,0,1,2022,"0.89","0.52","0.35","2.73",,,624428,1,6,"Top",,,,,545358,,,5.474650065031492,-125.61802156764836,-2.1835887748528564,8.100187949281354,27.751866212838568,-26.49524540660825,"3.5","1.64",291,"104.2",52,"86.8",2457,"6.8",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.69",,,,,,,,46,2,"Sweeper",2,2,2,2,2,2,2,2,"Infield shift","Standard",67,"0","-0.068"
"CU","2022-08-15","78","-2.1","6.27","Ohtani, Shohei",663728,660271,,"called_strike",,,,,1,"Cal Raleigh called out on strikes.","R","L","R","LAA","SEA","S",,,0,0,2022,"0.83","-1.26","-0.38","3.22",,,624428,1,6,"Top",,,,,545358,,,2.163165239780858,-113.42145856592569,2.818636912475093,6.5700471948648245,25.169094524986637,-43.74577862471526,"3.32","1.55",,,,"77.7",2471,"6.6",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.9",,,,,,,,46,1,"Curveball",2,2,2,2,2,2,2,2,"Infield shift","Standard",40,"0","-0.048"
"FF","2022-08-15","98.7","-2.29","5.97","Ohtani, Shohei",624428,660271,"single","hit_into_play",,,,,5,"Adam Frazier singles on a ground ball to left fielder Steven Duggar.","R","L","R","LAA","SEA","X",7,"ground_ball",0,0,2022,"-0.42","1.1","0.02","2.57",,,,1,6,"Top",100.46,109.03,,,545358,,,7.334807355418427,-143.44423076900028,-6.4017886895260805,-7.556324109579857,33.83463754798584,-15.67556949359257,"3.18","1.44",53,"91.5",1,"99.5",2004,"6.8",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.66",0.349,0.321,"0.9",1,1,0,2,45,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",227,"-0.037","0.262"
"FC","2022-08-15","92.1","-2.73","5.85","Ohtani, Shohei",641487,660271,"field_out","hit_into_play",,,,,2,"J.P. Crawford grounds out, second baseman David Fletcher to first baseman Jared Walsh.","R","L","R","LAA","SEA","X",4,"ground_ball",0,1,2022,"0.26","0.58","-0.07","2.86",,,,0,6,"Top",141.04,147.79,,,545358,,,6.235618773740324,-134.13922858129308,-3.10096645701901,1.9499028553393023,26.36473780731847,-24.634805248843822,"3.34","1.54",51,"80.5",1,"93.3",2320,"6.7",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.78",0.197,0.186,"0",1,0,0,2,44,2,"Cutter",2,2,2,2,2,2,2,2,"Standard","Standard",212,"0.033","-0.187"
"CU","2022-08-15","76.9","-2.06","6.39","Ohtani, Shohei",641487,660271,,"called_strike",,,,,6,"J.P. Crawford grounds out, second baseman David Fletcher to first baseman Jared Walsh.","R","L","R","LAA","SEA","S",,,0,0,2022,"0.9","-1.17","0.77","2.67",,,,0,6,"Top",,,,,545358,,,4.4072117360445215,-111.8734457272379,1.2993395221278383,6.629263409994447,21.658887220162526,-42.45709229838902,"3.25","1.46",,,,"77.1",2407,"6.6",663370,660271,545358,665120,664058,650859,623205,621453,642423,621493,"53.88",,,,,,,,44,1,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",43,"0","-0.034"
